FID_Link,FID_Grilla,IDEstacion,COL,ROW,LAT,LON,EHPM10,EHPM25,ENHPM10,ENHPM25
5119,3272,1,42,51,4.80928,-74.027,67214.059,24280.078,54738.065,19161.158
5504,3272,1,42,51,4.80928,-74.027,35787.16,12927.582,29144.501,10202.085
2258,3272,1,42,51,4.80928,-74.027,19270.034,6961.014,15693.208,5493.439
779,3272,1,42,51,4.80928,-74.027,43078.357,15561.415,35082.329,12280.635
