FID_Link,FID_Grilla,IDEstacion,COL,ROW,LAT,LON,EHPM10,EHPM25,ENHPM10,ENHPM25
2989,3279,1,37,52,4.818237,-74.07196,8216.023,2967.949,6692.308,2342.727
