Estacion,Tipo,IDEstacion,IDNodo,hora,>C5,AL,AT,B,BA,BT,C,C2G,C2P,C3-C4,C5,ESP,INT,L,M,TOTAL
L_AK_7_AC_85,NOHAB,14,24931,18,0,0,0,24.66666667,0,5.333333333,10.66666667,6.333333333,2.333333333,0,0,4.666666667,14.66666667,1204.333333,147.6666667,1420.666667
L_AK_7_AC_85,NOHAB,14,24931,19,0,0,0,27,0,4.666666667,11.66666667,2.666666667,2,0,0,6.666666667,11.33333333,1249.333333,129,1444.333333
L_AK_7_AC_85,NOHAB,14,24931,20,0,0,0,16.66666667,0,4.333333333,9.666666667,3,1.333333333,0.333333333,0,3,9.333333333,1186.666667,122.3333333,1356.666667
L_AK_7_AC_85,NOHAB,14,24931,21,0,0,0,12,0,4,5.666666667,3.333333333,1,0.333333333,0,4,5,1075.333333,113.3333333,1224
L_AK_7_AC_85,NOHAB,14,24931,22,0,0,0,13,0,4.333333333,3.666666667,6,1,0.333333333,0,2.333333333,4.333333333,965.3333333,119.6666667,1120
L_AK_7_AC_85,NOHAB,14,24931,23,0,0,0,5,0,4.333333333,2,3.333333333,1,0,0,0.666666667,0.333333333,704.6666667,62,783.3333333
L_AK_104_AC_145,NOHAB,2,4428,0,0.208333333,8.541666667,1.916666667,3.916666667,0,1.5,2.083333333,2.625,0.333333333,0.25,0,6.833333333,0.333333333,423.9166667,44.16666667,496.625
L_AK_104_AC_145,NOHAB,2,4428,1,0.125,0.333333333,0.083333333,1.833333333,0,0.666666667,0.791666667,2.75,0.458333333,0.25,0.083333333,7.958333333,0.25,349.875,26.125,391.5833333
L_AK_104_AC_145,NOHAB,2,4428,2,0.166666667,0.25,0.208333333,1.458333333,0,0.916666667,0.958333333,3.833333333,1.625,0.25,0,4.5,0.875,310.0833333,20.91666667,346.0416667
L_AK_104_AC_145,NOHAB,2,4428,3,0.125,0.083333333,0.125,3,0,1.458333333,1.708333333,4.166666667,3.416666667,0.916666667,0.208333333,5.583333333,0.75,326.2083333,20.41666667,368.1666667
L_AK_104_AC_145,NOHAB,2,4428,4,0.75,6.416666667,2.958333333,16.95833333,0,5.416666667,12.16666667,8.583333333,4,0.583333333,0.083333333,14,2.625,272,26.91666667,373.4583333
L_AK_104_AC_145,NOHAB,2,4428,5,0.708333333,22,11,40.45833333,0,10,28.20833333,13.16666667,5.708333333,2.291666667,0.416666667,19.29166667,4,339.5,108.625,605.375
L_AK_104_AC_145,NOHAB,2,4428,6,0.291666667,27.08333333,21.83333333,54.5,0,12.29166667,32.875,17.95833333,7.916666667,1.25,0.791666667,17.375,5.875,578.875,231.0416667,1009.958333
L_AK_104_AC_145,NOHAB,2,4428,7,0.416666667,25.91666667,30,50.25,0,11.70833333,34.33333333,21.79166667,11.125,1.666666667,0.25,12.16666667,7.583333333,720.7083333,261.125,1189.041667
L_AK_104_AC_145,NOHAB,2,4428,8,0.875,23.125,32.625,46,0,11.29166667,29.5,20.70833333,12.5,3.333333333,0.541666667,10.79166667,5.833333333,675.9583333,188.9583333,1062.041667
L_AK_104_AC_145,NOHAB,2,4428,9,0.416666667,13.70833333,30.375,45.375,0,14.04166667,29.25,24.95833333,19,2.875,0.333333333,12.25,5.833333333,685.4166667,182.5416667,1066.375
L_AK_104_AC_145,NOHAB,2,4428,10,0.208333333,11.29166667,21.83333333,43.625,0,10.08333333,27.25,21.70833333,22.70833333,2.916666667,0.166666667,13.04166667,4.333333333,736.8333333,180.1666667,1096.166667
L_AK_104_AC_145,NOHAB,2,4428,11,0.166666667,10.91666667,23.5,46.91666667,0,11.875,28.25,24.91666667,18.375,2.208333333,0.166666667,14.83333333,5.291666667,844.0833333,199.0833333,1230.583333
L_AK_104_AC_145,NOHAB,2,4428,12,0.416666667,12.58333333,26.5,40.45833333,0,8.458333333,26.41666667,29.70833333,12.33333333,2.666666667,0.375,16.20833333,4.791666667,823.625,246.0416667,1250.583333
L_AK_104_AC_145,NOHAB,2,4428,13,0.416666667,11.25,31.08333333,39.41666667,0,11.20833333,24.875,25.08333333,11.5,2.75,0.25,16.375,5,879.8333333,257.3333333,1316.375
L_AK_104_AC_145,NOHAB,2,4428,14,0.125,12.125,30.75,38.70833333,0,10.625,27.70833333,16.54166667,12.16666667,3,0.083333333,17.91666667,4.583333333,849.25,237.375,1260.958333
L_AK_104_AC_145,NOHAB,2,4428,15,0.25,13,27.45833333,40.625,0,9.958333333,26.54166667,19.08333333,11.625,2.333333333,0.166666667,18.375,5.583333333,850.0833333,179.8333333,1204.916667
L_AK_104_AC_145,NOHAB,2,4428,16,5.125,11.66666667,30.95833333,41.33333333,0,12.25,27.04166667,16.33333333,12.66666667,1.166666667,0.875,17.125,6.666666667,900.0833333,179,1262.291667
L_AK_104_AC_145,NOHAB,2,4428,17,0.208333333,11.33333333,28.5,42.83333333,0,10.45833333,29.29166667,15.625,12.45833333,1.833333333,0,12.75,5.375,923.625,188.5416667,1282.833333
L_AK_104_AC_145,NOHAB,2,4428,18,0,11.75,25.83333333,38.04166667,0,8.25,24.54166667,15.91666667,8.125,0.958333333,0.166666667,13.20833333,5.666666667,945.9166667,167.0833333,1265.458333
L_AK_104_AC_145,NOHAB,2,4428,19,0.125,11.16666667,24,35.54166667,0,8.125,27.54166667,12.08333333,6.5,0.625,0.083333333,12.33333333,5.958333333,949.9583333,156.8333333,1250.875
L_AK_104_AC_145,NOHAB,2,4428,20,0.125,11.875,26.375,32.20833333,0,9.75,28.70833333,8.416666667,6.166666667,0.583333333,0,10.5,4.375,880.375,140.2916667,1159.75
L_AK_104_AC_145,NOHAB,2,4428,21,0.541666667,11.08333333,18.08333333,26.5,0,8.5,25.29166667,6.125,3.208333333,0.833333333,0,9.75,3.291666667,868.7916667,131.2916667,1113.291667
L_AK_104_AC_145,NOHAB,2,4428,22,0,16.54166667,24.95833333,19.29166667,0,8.041666667,21.16666667,5.625,2.666666667,0.375,0.083333333,14.83333333,2.666666667,708.8333333,191.25,1016.333333
L_AK_104_AC_145,NOHAB,2,4428,23,0.083333333,15.08333333,11.08333333,12.33333333,0,5.041666667,11.20833333,5.416666667,1.166666667,1,0.083333333,11.75,0.208333333,617.5,96.79166667,788.75
AK_80_AC_55_S,HABIL,25,39068,0,2.5,0.833333333,0,2.583333333,0,8.333333333,1.75,13.08333333,3.25,2.666666667,0.75,4.5,15.91666667,160.3333333,28.33333333,244.8333333
AK_80_AC_55_S,HABIL,25,39068,1,1,0,0,0.583333333,0,1.25,0.833333333,13.25,1.833333333,2.25,1.166666667,5.166666667,13.25,128.4166667,17.66666667,186.6666667
AK_80_AC_55_S,HABIL,25,39068,2,1.5,0.25,0,0.666666667,0,1.083333333,0.416666667,14.66666667,3.166666667,1.5,2.333333333,3.416666667,14.66666667,126.6666667,19.41666667,189.75
AK_80_AC_55_S,HABIL,25,39068,3,3.583333333,1,0,3.75,0,3.583333333,2.583333333,19.33333333,4.583333333,2.916666667,2.5,3.916666667,29.08333333,168,22.66666667,267.5
AK_80_AC_55_S,HABIL,25,39068,4,5.75,2.083333333,0,29.08333333,0,20.5,14.66666667,23.83333333,8.583333333,9.166666667,4.5,29.91666667,41.25,230.6666667,64,484
AK_80_AC_55_S,HABIL,25,39068,5,7.75,2.333333333,0,52.66666667,0,45.91666667,23.16666667,40.58333333,14.33333333,8.75,4.333333333,41.33333333,54.41666667,395,295.5,986.0833333
AK_80_AC_55_S,HABIL,25,39068,6,1.25,2.416666667,0,69,0,59.83333333,28.33333333,37,20.91666667,5.5,1,37.91666667,58.25,424.5833333,500.25,1246.25
AK_80_AC_55_S,HABIL,25,39068,7,0.75,2.416666667,0,63.66666667,0,61.08333333,27.83333333,45.33333333,22.83333333,5.416666667,0.083333333,24.91666667,70.83333333,397.9166667,449.5,1172.583333
AK_80_AC_55_S,HABIL,25,39068,8,7.5,2.333333333,0,61.25,0,54.5,32,45.16666667,21.91666667,5.833333333,1.833333333,13.83333333,63.58333333,436.9166667,284.9166667,1031.583333
AK_80_AC_55_S,HABIL,25,39068,9,0.75,1.583333333,0,61.33333333,0,57.16666667,33.08333333,39.16666667,24.66666667,2.5,0.5,9,56.16666667,489.0833333,192.6666667,967.6666667
AK_80_AC_55_S,HABIL,25,39068,10,7.416666667,1.666666667,0,59.5,0,54.75,28.25,43.83333333,21.66666667,10,3.666666667,11.75,39.25,456.4166667,177.75,915.9166667
AK_80_AC_55_S,HABIL,25,39068,11,6.25,1.25,0,60,0,51.41666667,29.16666667,53.41666667,27.66666667,10.75,4.083333333,18.16666667,46.83333333,470.5833333,189.6666667,969.25
AK_80_AC_55_S,HABIL,25,39068,12,6.25,1.25,0,61.91666667,0,47.33333333,26.41666667,52.16666667,23.91666667,9.5,3.5,21.25,48.83333333,484.8333333,205.4166667,992.5833333
AK_80_AC_55_S,HABIL,25,39068,13,6.416666667,1.416666667,0,62.25,0,52.5,26.33333333,51.25,25.58333333,11.33333333,5.916666667,26.83333333,47.41666667,494.5833333,224.75,1036.583333
AK_80_AC_55_S,HABIL,25,39068,14,3.75,1.75,0,57.25,0,50.25,29.16666667,55.25,24.16666667,11.66666667,3.333333333,22.75,43.33333333,532,248.75,1083.416667
AK_80_AC_55_S,HABIL,25,39068,15,4.25,1,0,56.91666667,0,51.41666667,30.25,54.75,25.66666667,11.16666667,5.166666667,24.08333333,36.33333333,455.5833333,249.0833333,1005.666667
AK_80_AC_55_S,HABIL,25,39068,16,5.833333333,1.916666667,0,56.75,0,53.16666667,29.16666667,58.91666667,23.66666667,9.5,6.416666667,24.58333333,47.25,473.3333333,311.9166667,1102.416667
AK_80_AC_55_S,HABIL,25,39068,17,2.166666667,1.916666667,0,56.5,0,52.25,29.66666667,52.66666667,23.83333333,4.333333333,2.5,21.08333333,59.33333333,496.25,518.5833333,1321.083333
AK_80_AC_55_S,HABIL,25,39068,18,0.5,1.583333333,0,57.75,0,53.16666667,25.16666667,44.58333333,14.25,5.5,0.583333333,24.33333333,66.66666667,476.25,608.4166667,1378.75
AK_80_AC_55_S,HABIL,25,39068,19,2.25,2.083333333,0,51.16666667,0,48.25,27.5,34,11.83333333,4.25,1.833333333,21.75,53,452.75,430.4166667,1141.083333
AK_80_AC_55_S,HABIL,25,39068,20,6.416666667,1.75,0,40.75,0,59.91666667,26.16666667,28.66666667,6.833333333,6,2.583333333,11.16666667,46.5,466.75,286.25,989.75
AK_80_AC_55_S,HABIL,25,39068,21,3.833333333,2.083333333,0,37.08333333,0,58.75,25.16666667,21.91666667,5.833333333,4.166666667,2.333333333,7.333333333,41.75,497.1666667,283.6666667,991.0833333
AK_80_AC_55_S,HABIL,25,39068,22,4.166666667,2.083333333,0,23.91666667,0,49.66666667,16.33333333,17.41666667,6,2.416666667,2.5,10.16666667,38.16666667,313.9166667,269.25,756
AK_80_AC_55_S,HABIL,25,39068,23,2.5,1.916666667,0,11.75,0,34.5,7.333333333,19.33333333,4.5,1.833333333,1.75,8.666666667,26.91666667,237.1666667,81.66666667,439.8333333
L_AK_30_AC_53,NOHAB,19,75264,0,3,0,0.75,0.916666667,0.083333333,5.083333333,2.333333333,17.75,2.166666667,4.5,1,6.583333333,0.5,600.1666667,52.91666667,697.75
L_AK_30_AC_53,NOHAB,19,75264,1,5.833333333,0,0,0.916666667,0,1,1.083333333,17.5,2.083333333,2.75,0.75,4.416666667,0.25,488.0833333,38.58333333,563.25
L_AK_30_AC_53,NOHAB,19,75264,2,4.916666667,0,0.083333333,0.333333333,0.083333333,0.25,0.75,16.25,3,1.416666667,0.75,3.583333333,0,494,30.08333333,555.5
L_AK_30_AC_53,NOHAB,19,75264,3,6.083333333,0,0.25,1.5,0.166666667,0.416666667,0.5,14.5,3.083333333,2.25,1.75,4.666666667,0,445.6666667,32.33333333,513.1666667
L_AK_30_AC_53,NOHAB,19,75264,4,8.916666667,0,4.25,5.083333333,0.5,3.583333333,0.833333333,24.91666667,5.5,5.5,3.333333333,6.5,1.25,383.5833333,41.75,495.5
L_AK_30_AC_53,NOHAB,19,75264,5,6.25,0,20.25,23.83333333,5.333333333,9.25,9.666666667,54.08333333,14.75,12,2.583333333,14.75,1.166666667,642.0833333,241.6666667,1057.666667
L_AK_30_AC_53,NOHAB,19,75264,6,4.333333333,0,39.16666667,36.66666667,4.25,15.66666667,12.33333333,72.08333333,24.5,8.833333333,1.916666667,19.25,0.75,1446.166667,552.75,2238.666667
L_AK_30_AC_53,NOHAB,19,75264,7,3.166666667,0,54.16666667,34.25,4.916666667,13.25,14.91666667,62.5,25.66666667,12.33333333,1.083333333,23.08333333,0.5,2069.333333,625.5833333,2944.75
L_AK_30_AC_53,NOHAB,19,75264,8,4.333333333,0,56.16666667,36,6.416666667,16.08333333,14.5,63.58333333,25.66666667,15.08333333,1.083333333,16.91666667,0.333333333,2211.666667,508.5,2976.333333
L_AK_30_AC_53,NOHAB,19,75264,9,3.416666667,0,39.83333333,32.16666667,3.25,15.58333333,14.58333333,67.66666667,31.25,12.83333333,1.416666667,13.08333333,0.25,2056.666667,372.6666667,2664.666667
L_AK_30_AC_53,NOHAB,19,75264,10,4.666666667,0,29.08333333,32.41666667,0.583333333,15.25,15,71.41666667,26.75,13.08333333,0.916666667,13.33333333,0.25,2067.333333,354,2644.083333
L_AK_30_AC_53,NOHAB,19,75264,11,3.833333333,0,25.5,29.91666667,0.333333333,14.33333333,15.91666667,72.75,24.83333333,11.41666667,0.75,15.58333333,0.166666667,2171.833333,408.9166667,2796.083333
L_AK_30_AC_53,NOHAB,19,75264,12,5.666666667,0,27.33333333,28.58333333,0.083333333,14.41666667,14.41666667,59,23.08333333,7.5,1.75,18.08333333,0.333333333,2070.666667,464.4166667,2735.333333
L_AK_30_AC_53,NOHAB,19,75264,13,3.916666667,0,32.91666667,29.25,0.083333333,13.91666667,14.5,54.41666667,17.83333333,7.083333333,1.583333333,14.16666667,0.416666667,2117.5,515.0833333,2822.666667
L_AK_30_AC_53,NOHAB,19,75264,14,5.916666667,0,40.58333333,29.08333333,0.083333333,14.58333333,15.83333333,43.83333333,24.91666667,4.5,1.416666667,18.58333333,0.666666667,2191.333333,437.5,2828.833333
L_AK_30_AC_53,NOHAB,19,75264,15,4.583333333,0,38.16666667,26.16666667,0.083333333,11.66666667,14,40.58333333,18.66666667,3.583333333,1.25,19.66666667,1,2145.666667,375.75,2700.833333
L_AK_30_AC_53,NOHAB,19,75264,16,2.666666667,0,34.91666667,24.75,2.25,12.91666667,13.58333333,33.41666667,14.75,1.583333333,0.916666667,18.16666667,0.333333333,2134.083333,377.1666667,2671.5
L_AK_30_AC_53,NOHAB,19,75264,17,2,0,30.5,25.08333333,3.5,13.08333333,14.08333333,30.25,13.66666667,2.75,0.75,15,0.333333333,2078.166667,406.8333333,2636
L_AK_30_AC_53,NOHAB,19,75264,18,2.666666667,0,28,25.33333333,3.666666667,13.75,13.08333333,24.58333333,11.58333333,4.166666667,0.75,16.16666667,0.166666667,1993.666667,345.6666667,2483.25
L_AK_30_AC_53,NOHAB,19,75264,19,1.916666667,0,30.16666667,22.33333333,3.416666667,11.91666667,13.08333333,24,7.333333333,1.75,0.5,14.08333333,0.583333333,1976.25,270.0833333,2377.416667
L_AK_30_AC_53,NOHAB,19,75264,20,3.416666667,0,30.91666667,16.91666667,0.75,11.58333333,11.75,22.16666667,6.083333333,1.833333333,0.333333333,13.66666667,0.666666667,1587.916667,215.0833333,1923.083333
L_AK_30_AC_53,NOHAB,19,75264,21,2.833333333,0,26.91666667,10.16666667,0.583333333,12.41666667,10.41666667,18.08333333,3.25,1.666666667,0.333333333,13.5,0.583333333,1420.416667,195.0833333,1716.25
L_AK_30_AC_53,NOHAB,19,75264,22,4.833333333,0,28.41666667,7.916666667,7.5,8.833333333,12,21.25,4.166666667,5.333333333,1.083333333,15.41666667,0.416666667,1192.833333,281.75,1591.75
L_AK_30_AC_53,NOHAB,19,75264,23,5.416666667,0,14.16666667,3.166666667,1.166666667,10.08333333,4.75,17,2.666666667,5.916666667,2.083333333,10.16666667,0.333333333,815.5833333,113,1005.5
AK_14_AC_53,HABIL,35,29163,6,0,0,63.88888889,0.055555556,15.16666667,4.666666667,5.333333333,4.388888889,2.666666667,0.277777778,0,14.94444444,0.388888889,465,251.5555556,828.3333333
AK_14_AC_53,HABIL,35,29163,7,0,0,76,0.166666667,16.55555556,5.111111111,4.611111111,4.944444444,3.444444444,0.166666667,0,8.777777778,0.055555556,599.3888889,315.3333333,1034.555556
AK_14_AC_53,HABIL,35,29163,8,0.055555556,0,78.5,0.166666667,18.16666667,5.666666667,5.333333333,6.833333333,4.611111111,0.5,0,8.333333333,0.055555556,588.8333333,236,953.0555556
AK_14_AC_53,HABIL,35,29163,17,0,0,70.94444444,0.166666667,12.77777778,4,4.111111111,4.388888889,4.611111111,0.277777778,0,8.666666667,0.055555556,566.9444444,397.7222222,1074.666667
AK_14_AC_53,HABIL,35,29163,18,0,0,73.5,0.222222222,15.27777778,5.611111111,4.944444444,3.611111111,3,0.5,0,7.444444444,0.111111111,565.9444444,316.5555556,996.7222222
AK_14_AC_53,HABIL,35,29163,19,0,0,71.33333333,0.055555556,16.38888889,4.833333333,4.222222222,2.277777778,2.166666667,0.333333333,0,3.666666667,0.111111111,496.5555556,174.1666667,776.1111111
L_KR_13_AC_63,NOHAB,17,26983,0,0,0,0,9,0,6,8.5,3,0.5,1,0,9.5,2,516,41.5,597
L_KR_13_AC_63,NOHAB,17,26983,1,0.5,0,0,5.5,0,0,6,1.5,0.5,0.5,0,3,4,511,28.5,561
L_KR_13_AC_63,NOHAB,17,26983,2,0,0,0,2.5,0,0.5,3,1.5,0.5,0.5,0,4,3,509.5,23,548
L_KR_13_AC_63,NOHAB,17,26983,3,0,0,0,1.5,0,0.5,1.5,5.5,0,0,0,6.5,4.5,582,28,630
L_KR_13_AC_63,NOHAB,17,26983,4,0,0,0,3.5,0,8.5,3.5,3,0.5,0.5,0,9,2,398,24.5,453
L_KR_13_AC_63,NOHAB,17,26983,5,0,0,0,34,0,32,23.5,12.5,3,1.5,0,4.5,0.5,300.5,69,481
L_KR_13_AC_63,NOHAB,17,26983,6,0,0,0,56.5,0,47,59,12.5,6,0.5,0,5.5,0,577,143,907
L_KR_13_AC_63,NOHAB,17,26983,7,0,0,0,52.5,0,47.5,63,16,12,1,0,2.5,0,871.5,170.5,1236.5
L_KR_13_AC_63,NOHAB,17,26983,8,0,0,0,71.5,0,48,69,17,11,0,0,4,0.5,899,160,1280
L_KR_13_AC_63,NOHAB,17,26983,9,0,0,0,67.5,0,46,81,16,12.5,1,0,2.5,0,831,156.5,1214
L_KR_13_AC_63,NOHAB,17,26983,10,0,0,0,59.5,0,52,65.5,21,13,2,0,3,0,920.5,162.5,1299
L_KR_13_AC_63,NOHAB,17,26983,11,0,0,0,60.5,0,45.5,59.5,19.5,8,2,0.5,3.5,0,929,163,1291
L_KR_13_AC_63,NOHAB,17,26983,12,0,0,0,55.5,0,44,72,11.5,5,0.5,0,3.5,0,937,194.5,1323.5
L_KR_13_AC_63,NOHAB,17,26983,13,0,0,0,55,0,49.5,57.5,12,10,1,0,5,1,921.5,188.5,1301
L_KR_13_AC_63,NOHAB,17,26983,14,0,0,0,50,0,47.5,63,6.5,4,0,0,1.5,1,914,186.5,1274
L_KR_13_AC_63,NOHAB,17,26983,15,0,0,0,43,0,41,60.5,10,7,0.5,0,1,0,901.5,166,1230.5
L_KR_13_AC_63,NOHAB,17,26983,16,0,0,0,50,0,43,58,5.5,4,0.5,0,2,0.5,851,167,1181.5
L_KR_13_AC_63,NOHAB,17,26983,17,0,0,0,49.5,0,52.5,50.5,7.5,1,1,0,0.5,0.5,860.5,152,1175.5
L_KR_13_AC_63,NOHAB,17,26983,18,0,0,0,42.5,0,47.5,46,5.5,3.5,1,0,1.5,1,715.5,135,999
L_KR_13_AC_63,NOHAB,17,26983,19,0,0,0,36.5,0,36.5,44,4,3.5,0.5,0,2.5,0.5,705,107,940
L_KR_13_AC_63,NOHAB,17,26983,20,0,0,0,35,0,38.5,41.5,1.5,2,0.5,0,1,0,742.5,100,962.5
L_KR_13_AC_63,NOHAB,17,26983,21,0,0,0,28.5,0,42,34.5,2,1.5,0,0,1.5,0,791.5,78.5,980
L_KR_13_AC_63,NOHAB,17,26983,22,0,0,0,21.5,0,32.5,48,2.5,0.5,1.5,0,5.5,1.5,689.5,114,917
L_KR_13_AC_63,NOHAB,17,26983,23,0,0,0,16.5,0,26,22,2.5,1,0.5,0,7,1,583,47.5,707
AK_70_AC_63,HABIL,12,23647,0,0,0,0,0,0,2,0.888888889,1.111111111,0.222222222,0.111111111,0,2.444444444,0.777777778,122.5555556,12.88888889,143
AK_70_AC_63,HABIL,12,23647,1,0,0,0,0,0,0,0,1.222222222,0.444444444,0.555555556,0,1.777777778,0.111111111,82.33333333,9.888888889,96.33333333
AK_70_AC_63,HABIL,12,23647,2,0.111111111,0,0,0,0,0,0,1.111111111,0.333333333,0.222222222,0,0.888888889,0,54.22222222,5.444444444,62.33333333
AK_70_AC_63,HABIL,12,23647,3,0.111111111,0,0,0,0,0.444444444,0.333333333,2.222222222,1.777777778,0,0,1.444444444,0.333333333,64.88888889,5.888888889,77.44444444
AK_70_AC_63,HABIL,12,23647,4,0.111111111,0,0,3,0,8.111111111,5.111111111,3,1.888888889,0.666666667,0.111111111,6.777777778,1.111111111,118.3333333,12.33333333,160.5555556
AK_70_AC_63,HABIL,12,23647,5,0.111111111,0,0,18.11111111,0,22.22222222,11.33333333,11.33333333,6,2.888888889,0.333333333,39.33333333,1.222222222,402.8888889,80.33333333,596.1111111
AK_70_AC_63,HABIL,12,23647,6,0.222222222,0,0,35.33333333,0,29.22222222,17.55555556,24.88888889,8.444444444,2.222222222,0,88.55555556,0.888888889,795.4444444,261.6666667,1264.444444
AK_70_AC_63,HABIL,12,23647,7,0,0,0,40.33333333,0,28.44444444,18.77777778,29,15,1.111111111,0.111111111,34.55555556,0.666666667,958.3333333,408.5555556,1534.888889
AK_70_AC_63,HABIL,12,23647,8,0.111111111,0,0,38.44444444,0,29.66666667,19.88888889,31,16,2.444444444,0,26.77777778,1.111111111,894.8888889,267.4444444,1327.777778
AK_70_AC_63,HABIL,12,23647,9,0,0,0,31.22222222,0,28,17.44444444,29.44444444,19.22222222,0.666666667,0,13.11111111,0.555555556,949.3333333,208.2222222,1297.222222
AK_70_AC_63,HABIL,12,23647,10,0,0,0,32.66666667,0,28.33333333,17.22222222,30.44444444,16.11111111,1.777777778,0.111111111,12.66666667,1.111111111,889.8888889,200.2222222,1230.555556
AK_70_AC_63,HABIL,12,23647,11,0.222222222,0,0,33.55555556,0,26.22222222,17.33333333,31,15.33333333,0.888888889,0.111111111,12.22222222,1.111111111,844.3333333,194.1111111,1176.444444
AK_70_AC_63,HABIL,12,23647,12,0.111111111,0,0,30,0,25,15.66666667,33.22222222,20.33333333,1.222222222,0,25.55555556,0.555555556,851.5555556,186.3333333,1189.555556
AK_70_AC_63,HABIL,12,23647,13,0.333333333,0,0,36.55555556,0,25.33333333,16.33333333,27.55555556,14.33333333,1.333333333,0,38.22222222,1.111111111,819.7777778,189.4444444,1170.333333
AK_70_AC_63,HABIL,12,23647,14,0,0,0,32.33333333,0,26.33333333,16.11111111,26.33333333,17.33333333,1,0,34.11111111,0.777777778,893.4444444,217,1264.777778
AK_70_AC_63,HABIL,12,23647,15,0.111111111,0,0,33.33333333,0,28.55555556,16.88888889,28.55555556,16.22222222,1.333333333,0,30.88888889,1.888888889,800,226.4444444,1184.222222
AK_70_AC_63,HABIL,12,23647,16,0.111111111,0,0,31.11111111,0,25.77777778,16.11111111,24.44444444,17.44444444,1.111111111,0.111111111,40.44444444,1.444444444,789.4444444,231.5555556,1179.111111
AK_70_AC_63,HABIL,12,23647,17,0,0,0,33.88888889,0,25,16.22222222,18.33333333,12.44444444,0.666666667,0,23.11111111,1.333333333,815.8888889,357.3333333,1304.222222
AK_70_AC_63,HABIL,12,23647,18,0,0,0,32,0,23.66666667,15.88888889,13.66666667,9.222222222,2,0,17.88888889,2.111111111,755.2222222,345.5555556,1217.222222
AK_70_AC_63,HABIL,12,23647,19,0.111111111,0,0,25.22222222,0,25,13.77777778,10,6.888888889,1.888888889,0,11.66666667,3.888888889,739.8888889,216.6666667,1055
AK_70_AC_63,HABIL,12,23647,20,0.111111111,0,0,18.77777778,0,25.55555556,11.77777778,6.777777778,5.222222222,0.555555556,0,6.222222222,1.888888889,738.4444444,167.2222222,982.5555556
AK_70_AC_63,HABIL,12,23647,21,0.111111111,0,0,13.66666667,0,23.88888889,9.444444444,4.333333333,3.555555556,0.333333333,0,6.666666667,3.111111111,711.8888889,163.7777778,940.7777778
AK_70_AC_63,HABIL,12,23647,22,0.111111111,0,0,5.333333333,0,20,8,2.777777778,1.333333333,0.555555556,0.111111111,5.666666667,1.666666667,434.5555556,106.7777778,586.8888889
AK_70_AC_63,HABIL,12,23647,23,0.111111111,0,0,0.444444444,0,14.33333333,5.111111111,1.333333333,1,0.666666667,0,2.222222222,0.666666667,223.4444444,28.33333333,277.6666667
L_AK_15_AC_100,NOHAB,10,75271,0,0,0,0,3.25,0,6,2.5,2.5,0.5,1.25,0.25,4,0,687.5,45.5,753.25
L_AK_15_AC_100,NOHAB,10,75271,1,0,0,0,1.25,0,0.5,1.5,1,1.25,0.5,0,3.25,0,608.5,32.5,650.25
L_AK_15_AC_100,NOHAB,10,75271,2,0,0,0,1.5,0,0,0.5,4.25,0.75,0.25,0,2.5,0,583.25,32,625
L_AK_15_AC_100,NOHAB,10,75271,3,0,0,0,0.5,0,0.5,0.5,1.5,1,0.75,0,2.5,0,524.25,31.5,563
L_AK_15_AC_100,NOHAB,10,75271,4,0,0,0,5.25,0,13,1.5,4.75,1.25,0.25,0,1,0.25,317.75,26,371
L_AK_15_AC_100,NOHAB,10,75271,5,0,0,0,41.75,0,41.25,12.75,6,4.75,3,0,2.25,0,294.75,84.75,491.25
L_AK_15_AC_100,NOHAB,10,75271,6,0,0,0,72.75,0,50,19.75,13.75,9.75,2,0,5,0.25,643.25,168.75,985.25
L_AK_15_AC_100,NOHAB,10,75271,7,0,0,0,73.5,0,50.25,20,14.75,10.25,4.25,0.25,5,0,1125.75,178.25,1482.25
L_AK_15_AC_100,NOHAB,10,75271,8,0,0,0,75,0,53.75,18.75,25.75,12,5.75,0,2.75,0.5,1350,159.75,1704
L_AK_15_AC_100,NOHAB,10,75271,9,0,0,0,68.75,0,46.75,18,22.5,13.25,6,0,4,0.25,1454,163,1796.5
L_AK_15_AC_100,NOHAB,10,75271,10,0.25,0,0,59.75,0,56.75,18.25,17.5,9.5,9.25,0.75,1.75,0,1520,158.75,1852.5
L_AK_15_AC_100,NOHAB,10,75271,11,0.25,0,0,54,0,45,15.75,18.75,9.75,4,0,2.75,0.25,1614,173.25,1937.75
L_AK_15_AC_100,NOHAB,10,75271,12,0,0,0,53.25,0,47.25,16.25,18,9.25,2.25,0,4,0,1703.75,207.25,2061.25
L_AK_15_AC_100,NOHAB,10,75271,13,0.25,0,0,59,0,45,18.75,15.75,7,0.75,0,3.5,0,1690,209,2049
L_AK_15_AC_100,NOHAB,10,75271,14,0.25,0,0,58.25,0,43.75,16.5,10.75,7.25,1.25,0.75,8.5,0,1393.5,189.5,1730.25
L_AK_15_AC_100,NOHAB,10,75271,15,0,0,0,56.5,0,43.5,14.25,9,3.75,0.5,0,2,0,1323.75,175.5,1628.75
L_AK_15_AC_100,NOHAB,10,75271,16,0,0,0,44.75,0,49,17,5.25,4.5,0,0,1.75,0,1344.75,155,1622
L_AK_15_AC_100,NOHAB,10,75271,17,0.25,0,0,51.75,0,43,15.75,4.75,4,0,0,2.25,0.25,1348.75,153.75,1624.5
