Estacion,Tipo,IDEstacion,IDNodo,hora,>C5,AL,AT,B,BA,BT,C,C2G,C2P,C3-C4,C5,ESP,INT,L,M,TOTAL
AC_60A_S_KR_19C,HABIL,33,57083,21,19.17777778,19.8,21.64444444,10.06666667,0,21.48888889,19.06666667,46.88888889,11.77777778,10.53333333,7.577777778,9.977777778,128.8,583.8888889,444.1555556,1354.844444
AC_60A_S_KR_19C,HABIL,33,57083,22,18.48888889,15.57777778,11.28888889,9.333333333,0,18.66666667,17.42222222,32.53333333,15.8,10.02222222,7.022222222,18.28888889,96.44444444,464.6888889,446.8888889,1182.466667
AC_60A_S_KR_19C,HABIL,33,57083,23,12.44444444,14.6,9.088888889,5.733333333,0,10.91111111,6.111111111,38.55555556,14.53333333,8.933333333,7.933333333,14.33333333,50.31111111,328.6888889,145.7777778,667.9555556
L_AC_60A_S_KR_19C,NOHAB,33,57083,0,13.33333333,12.33333333,2,2,0,4,4.666666667,35,10,17.33333333,4.333333333,10.33333333,61.66666667,463,123.3333333,763.3333333
L_AC_60A_S_KR_19C,NOHAB,33,57083,1,12.66666667,0,0,0.333333333,0,0.333333333,0.666666667,31.66666667,11,11.33333333,5,14.66666667,56,333.3333333,74.33333333,551.3333333
L_AC_60A_S_KR_19C,NOHAB,33,57083,2,14,0,0,0.666666667,0,2.666666667,2.333333333,38,8.333333333,14.33333333,6.666666667,12,49,315.6666667,54.33333333,518
L_AC_60A_S_KR_19C,NOHAB,33,57083,3,22,0.333333333,0,8.333333333,0,3.333333333,7,43.33333333,18.66666667,21.33333333,12,9.666666667,59.66666667,439.3333333,72.33333333,717.3333333
L_AC_60A_S_KR_19C,NOHAB,33,57083,4,36.33333333,18.33333333,13,29.33333333,0,16,31,59.66666667,33.33333333,35.66666667,15.33333333,24.33333333,162.6666667,631,188.3333333,1294.333333
L_AC_60A_S_KR_19C,NOHAB,33,57083,5,6.75,10.25,6.125,31.625,0.375,11.875,21.25,29.125,6,9.375,5.5,8.125,5.75,309.875,262,724
L_AC_60A_S_KR_19C,NOHAB,33,57083,6,4.625,12.75,14.125,30.125,0.375,13,23.125,34.375,11.125,14.125,5,8.5,5.5,448.75,434,1059.5
L_AC_60A_S_KR_19C,NOHAB,33,57083,7,6.25,12,18.125,27.625,0,11.125,20.875,38,8.75,14.5,6.375,9.75,5.875,530.625,423.625,1133.5
L_AC_60A_S_KR_19C,NOHAB,33,57083,8,6.625,10,17.5,27,0,11.25,26.5,35.25,11,23.25,5.625,8.875,7.375,464.25,258,912.5
L_AC_60A_S_KR_19C,NOHAB,33,57083,9,6.375,8.25,15.125,26.375,0.125,11.375,20.25,36.625,13,27.875,5.5,6.5,5.625,448.5,182.375,813.875
L_AC_60A_S_KR_19C,NOHAB,33,57083,10,5.125,6.875,13.25,23.5,0,13.125,18.5,37,8.375,29.625,6.375,6.625,5.375,437.25,172.25,783.25
L_AC_60A_S_KR_19C,NOHAB,33,57083,11,7.125,6.75,15,22.75,0,13.5,17.875,37.125,12,34,5.375,7,6.5,462.5,209.625,857.125
L_AC_60A_S_KR_19C,NOHAB,33,57083,12,5.5,6.75,16.875,20.5,0,11.125,17.625,34.375,11.625,23.375,6,8.25,6.125,463.25,233.5,864.875
L_AC_60A_S_KR_19C,NOHAB,33,57083,13,11.125,7.25,14.125,24.25,0,12.625,19.375,22.125,15.125,22.375,1.875,4,7.125,474.625,295,931
L_AC_60A_S_KR_19C,NOHAB,33,57083,14,8.125,7,17,24.25,0,12.5,17.625,17.25,14.75,15.75,4,5,6.25,493.75,285.375,928.625
L_AC_60A_S_KR_19C,NOHAB,33,57083,15,6.5,5.875,14.5,23,0,12.875,18.125,15.375,12.625,13.75,4.75,6,5.875,511.25,244.875,895.375
L_AC_60A_S_KR_19C,NOHAB,33,57083,16,6.5,6.125,13.75,25.625,0,14.5,17.875,12.5,12.125,10.75,5,6,7,541.75,245,924.5
L_AC_60A_S_KR_19C,NOHAB,33,57083,17,7,8,12.25,24,0,12.375,18.125,16.625,11.375,9,7.125,6.5,8.625,581.125,305.25,1027.375
L_AC_60A_S_KR_19C,NOHAB,33,57083,18,6,6.375,12,26.625,0,12.25,14.75,12.625,10.25,11.625,5.5,5.5,7.375,605.5,258,994.375
L_AC_60A_S_KR_19C,NOHAB,33,57083,19,8.375,7.375,13.625,28.5,0,12.625,19.625,8.125,7.375,9.625,5.75,4.125,6,571.625,231.25,934
L_AC_60A_S_KR_19C,NOHAB,33,57083,20,6.5,7.5,13.625,24.375,0.375,12.25,14.875,5.5,8.375,6.625,2.875,4.25,6.625,488.625,171.375,773.75
L_AC_60A_S_KR_19C,NOHAB,33,57083,21,14,15.66666667,24.33333333,13.66666667,0,21.66666667,29.33333333,42,14.33333333,5.666666667,8.333333333,23,205,982.6666667,400.6666667,1800.333333
L_AC_60A_S_KR_19C,NOHAB,33,57083,22,21,20.66666667,15.33333333,10.66666667,0,19.33333333,27.33333333,37.33333333,27,11.33333333,9,27.33333333,172.3333333,739.3333333,524.3333333,1662.333333
L_AC_60A_S_KR_19C,NOHAB,33,57083,23,19,18.33333333,10,6.666666667,0,21.33333333,13,43.33333333,12.33333333,15.66666667,9.333333333,23.66666667,111,676,246,1225.666667
