Estacion,Tipo,IDEstacion,IDNodo,hora,>C5,AL,AT,B,BA,BT,C,C2G,C2P,C3-C4,C5,ESP,INT,L,M,TOTAL
AK_86_AC_43_S,HABIL,22,33144,11,3.071428571,10.99206349,20.23809524,19.88095238,0.317460317,19.87301587,26.1984127,34.53968254,15.78571429,6.341269841,1.793650794,17,4.261904762,372.8571429,181.2619048,734.4126984
AK_86_AC_43_S,HABIL,22,33144,12,2.706349206,10.06349206,21.77777778,21.15079365,0.055555556,19.03174603,26.69047619,38.61111111,14.12698413,5.801587302,1.984126984,18.46031746,4.166666667,371.8571429,194.547619,751.031746
AK_86_AC_43_S,HABIL,22,33144,13,2.476190476,7.865079365,21.8015873,21.17460317,0.5,19.67460317,26.66666667,34.88888889,14.96825397,4.801587302,1.896825397,18.96825397,4.30952381,370.3253968,188.1269841,738.4444444
AK_86_AC_43_S,HABIL,22,33144,14,1.436507937,9.547619048,22.67460317,22.07142857,0.095238095,19.88095238,26.92063492,38.23015873,15.03174603,6.698412698,1.285714286,14.82539683,5.087301587,384.8650794,200.8333333,769.484127
AK_86_AC_43_S,HABIL,22,33144,15,2.388888889,9.825396825,22.63492063,21.36507937,0.753968254,20.99206349,27.92063492,39.26984127,16.1984127,6.69047619,1.825396825,21.37301587,7.444444444,350.3888889,218.3174603,767.3888889
AK_86_AC_43_S,HABIL,22,33144,16,2.492063492,11.15079365,23.88095238,21.6984127,4.944444444,21.61111111,28.34126984,38.83333333,12.6984127,6.777777778,2.126984127,20.06349206,6.888888889,362.6825397,262.2936508,826.484127
AK_86_AC_43_S,HABIL,22,33144,17,0.634920635,11.11111111,32.54761905,23.91269841,7.277777778,21.94444444,27.57936508,31.68253968,12.15079365,3.555555556,1.357142857,14.34126984,5.476190476,358.2460317,385.5396825,937.3571429
AK_86_AC_43_S,HABIL,22,33144,18,0.214285714,11.26190476,39.13492063,22.74603175,6.444444444,19.67460317,24.63492063,24.57142857,9.642857143,1.642857143,0.26984127,22.57936508,6.76984127,305.3650794,405.1825397,900.1349206
AK_86_AC_43_S,HABIL,22,33144,19,1.706349206,11.55555556,37.11904762,23.8968254,7.396825397,22.83333333,24.57142857,18.42857143,7.436507937,3.357142857,1.246031746,20.66666667,7.047619048,321.2777778,308.2539683,816.7936508
AK_86_AC_43_S,HABIL,22,33144,20,2.174603175,13.27777778,33.66666667,24.00793651,7.888888889,24.22222222,24.56349206,13.04761905,5.571428571,2.904761905,2.26984127,10.38888889,5.063492063,370.7619048,251.8015873,791.6111111
AK_86_AC_43_S,HABIL,22,33144,21,1.293650794,11.88888889,25.07936508,21.87301587,3.738095238,22.28571429,21.94444444,10.23809524,4.166666667,1.476190476,1.095238095,7.325396825,6.023809524,377.2936508,264.8888889,780.6111111
AK_86_AC_43_S,HABIL,22,33144,22,1.174603175,12,19.65873016,14.17460317,3.158730159,20.08730159,20.48412698,7.507936508,3.753968254,1.682539683,0.531746032,11.41269841,3.444444444,330.2301587,233.8095238,683.1111111
AK_86_AC_43_S,HABIL,22,33144,23,1.182539683,10.13492063,11.26984127,9.555555556,1.80952381,17.72222222,14.20634921,5.642857143,1.865079365,1.301587302,0.857142857,8.46031746,1.119047619,237.1904762,76.88095238,399.1984127
L_AK_86_AC_43_S,NOHAB,22,33144,0,1,9.583333333,1.916666667,4.25,0.083333333,10.25,7,7.583333333,1.75,1.166666667,1.083333333,7.333333333,0.5,298.9166667,66,418.4166667
L_AK_86_AC_43_S,NOHAB,22,33144,1,1.25,0.916666667,0.333333333,2.333333333,0,2.333333333,1.416666667,8.083333333,3.583333333,1.75,0.666666667,6.083333333,0.333333333,260.3333333,38.58333333,328
L_AK_86_AC_43_S,NOHAB,22,33144,2,1,0.333333333,0,0.916666667,0,1.083333333,0.833333333,9.5,6.5,2.083333333,1.416666667,4.25,0.5,264.75,27.33333333,320.5
L_AK_86_AC_43_S,NOHAB,22,33144,3,2.166666667,8.666666667,0.166666667,5.083333333,0.083333333,3,5.833333333,13.16666667,5,4.166666667,1.583333333,7.083333333,1.75,324.5833333,44.08333333,426.4166667
L_AK_86_AC_43_S,NOHAB,22,33144,4,4.083333333,15,8.583333333,15.58333333,1.25,11.41666667,18.66666667,20.41666667,8.5,3.916666667,2.166666667,14.5,5.916666667,348.6666667,85.41666667,564.0833333
L_AK_86_AC_43_S,NOHAB,22,33144,5,3,12.16666667,20.83333333,27,2.583333333,20.83333333,26.91666667,27,9.583333333,5.166666667,2.416666667,10,5.25,396.6666667,291.1666667,860.5833333
L_AK_86_AC_43_S,NOHAB,22,33144,6,2,13.66666667,25.16666667,24.25,4.583333333,21.16666667,27.41666667,31.08333333,13.08333333,4.833333333,1.333333333,9.666666667,5.083333333,425.9166667,470.4166667,1079.666667
L_AK_86_AC_43_S,NOHAB,22,33144,7,2.25,11.5,27.33333333,21.91666667,5.583333333,21.75,28.41666667,32.08333333,14.5,5.666666667,2.083333333,8.75,4.25,435.5,486.1666667,1107.75
L_AK_86_AC_43_S,NOHAB,22,33144,8,1.916666667,13.5,30.33333333,23.08333333,6,22.5,28.5,35.58333333,15.16666667,5.833333333,2,5.25,4.5,432.9166667,328,955.0833333
L_AK_86_AC_43_S,NOHAB,22,33144,9,1.5,12.41666667,17.83333333,22.08333333,5.833333333,22.91666667,28.58333333,38.75,13.41666667,5.916666667,1.916666667,5.666666667,5.333333333,443.0833333,249,874.25
L_AK_86_AC_43_S,NOHAB,22,33144,10,2.166666667,9.166666667,16.25,20.5,4.333333333,22.5,26,38.41666667,15.5,6.166666667,1,6.416666667,4.833333333,439.5833333,246.6666667,859.5
L_AK_86_AC_43_S,NOHAB,22,33144,11,1.5,6.5,15.75,16.91666667,5.5,21.25,22.41666667,37.66666667,13.75,6.666666667,1.333333333,4.75,3.25,420.6666667,240.3333333,818.25
L_AK_86_AC_43_S,NOHAB,22,33144,12,1.583333333,6.666666667,17.25,17.91666667,5.916666667,19.16666667,24.16666667,33.5,11.75,6.666666667,1.083333333,5.333333333,3.833333333,432.8333333,283.6666667,871.3333333
L_AK_86_AC_43_S,NOHAB,22,33144,13,2.416666667,6.416666667,20.08333333,16.83333333,6,20.25,22.91666667,33.41666667,14.25,3.75,1.75,8.833333333,4.916666667,443.5833333,326.0833333,931.5
L_AK_86_AC_43_S,NOHAB,22,33144,14,1.916666667,7.083333333,22.41666667,16.16666667,5.5,19.91666667,20.83333333,32.91666667,15.91666667,3,1.5,5,4.416666667,436.6666667,327.5,920.75
L_AK_86_AC_43_S,NOHAB,22,33144,15,2.25,7,23.41666667,19.08333333,7.583333333,20.33333333,26.41666667,28.33333333,13.91666667,2.833333333,1.333333333,5.916666667,5,452.3333333,332,947.75
L_AK_86_AC_43_S,NOHAB,22,33144,16,2,6.333333333,16.33333333,21,4.666666667,22.08333333,22.16666667,29.91666667,13.75,2.333333333,1.333333333,5.75,3.916666667,451.8333333,327,930.4166667
L_AK_86_AC_43_S,NOHAB,22,33144,17,2.166666667,6.666666667,18.5,18.75,5.416666667,21.08333333,23.25,25.08333333,10,2.333333333,1.583333333,4.25,4.833333333,504.5833333,354.25,1002.75
L_AK_86_AC_43_S,NOHAB,22,33144,18,1.833333333,5.5,19.5,17.58333333,5.25,19,20.91666667,20.08333333,8.416666667,2.25,1.75,4.583333333,4.416666667,507.75,325.9166667,964.75
L_AK_86_AC_43_S,NOHAB,22,33144,19,1.916666667,7,18.33333333,19.08333333,5.833333333,20.16666667,23,17.25,9.583333333,1.833333333,0.75,5.916666667,5.833333333,537.9166667,281.9166667,956.3333333
L_AK_86_AC_43_S,NOHAB,22,33144,20,0.5,8.916666667,16.16666667,17.41666667,5.083333333,21.5,22.33333333,11.5,6.75,0.833333333,1.083333333,5.166666667,5.333333333,517.5833333,233,873.1666667
L_AK_86_AC_43_S,NOHAB,22,33144,21,1.416666667,8.583333333,14,18.41666667,4.25,24.08333333,20.16666667,12.58333333,4.666666667,1.166666667,1.25,7.416666667,4.5,590.6666667,218.6666667,931.8333333
L_AK_86_AC_43_S,NOHAB,22,33144,22,2.083333333,11.58333333,20.75,13.25,0.583333333,21.66666667,19.66666667,10.66666667,3.333333333,2.083333333,0.166666667,12,2.666666667,447.3333333,265.25,833.0833333
L_AK_86_AC_43_S,NOHAB,22,33144,23,1.583333333,11.75,10.33333333,9.333333333,0.083333333,18.91666667,16.66666667,7.666666667,2.083333333,2.166666667,0.666666667,9.916666667,1.833333333,382.1666667,131.75,606.9166667
