ROW,COL,LAT,LON,POLNAME,UNIT,E00h,E01h,E02h,E03h,E04h,E05h,E06h,E07h,E08h,E09h,E10h,E11h,E12h,E13h,E14h,E15h,E16h,E17h,E18h,E19h,E20h,E21h,E22h,E23h,E24h
52,37,4.818237,-74.07196,PEC,g/s,0.000108214888889,8.372e-05,8.28851111111e-05,9.77137777778e-05,0.000163141333333,0.000270272888889,0.000322353777778,0.000322674444444,0.000351291777778,0.000342602,0.000382402222222,0.000385406666667,0.000339262444444,0.000388076,0.000355622222222,0.000422806222222,0.000385210222222,0.000341434888889,0.000328261555556,0.000350040888889,0.000315775777778,0.000247999555556,0.000222051555556,0.000158657777778,0.000108214888889
