OBJECTID,TARGET_FID,OBJECTID_2,CIV,ELEM,CODIGO_LOC,TIPO_CLA_1,NOMBRE_EJE,NOMBRE_EXT,NOMBRE_E_1,CLASIFI_SU,OBJECTID_5,USO,Input_FID,ESTACION,IDNodo,IDEstacion,ESTADO,FID_Grilla,Input_FID1,ROW,COL,ORIG_FID,Cs_Homog,Cs_Hetero,Largo_Via,LAT,LON,FID_LINK,Classes,Value_Min,Value_Max,Shape_Leng,IDW_Cs
2990.0,2726.0,2727.0,11012470.0,24102909.0,11,3.0,,,,Local,11468.0,Rural,0.0,AK_45_X_AC_170,3493.0,1.0,REGULAR,3279.0,3365.0,52.0,37.0,2974.0,0.1,8.3,260.549,4.818237,-74.07196,2989.0,6.0,1.91516077028,3.15354458664,414919.53087,2.53435
