ROW,COL,LAT,LON,POLNAME,UNIT,E00h,E01h,E02h,E03h,E04h,E05h,E06h,E07h,E08h,E09h,E10h,E11h,E12h,E13h,E14h,E15h,E16h,E17h,E18h,E19h,E20h,E21h,E22h,E23h,E24h
42,39,4.728607,-74.05397,PM10,g/h,6.604,0.422,0.661,0.896,32.097,126.829,265.377,383.773,374.474,310.685,262.084,252.5,247.027,241.283,261.333,272.824,316.919,348.764,297.937,276.004,254.046,245.559,148.626,58.964,6.604
44,40,4.746536,-74.044975,PM10,g/h,13.057,0.836,1.306,1.771,63.453,250.725,524.619,758.676,740.292,614.188,518.107,499.164,488.343,476.988,516.626,539.34,626.513,689.468,588.987,545.626,502.22,485.443,293.818,116.566,13.057
43,40,4.737564,-74.044975,PM10,g/h,23.699,1.514,2.371,3.216,115.177,455.101,952.255,1377.097,1343.731,1114.835,940.438,906.05,886.409,865.798,937.747,978.978,1137.206,1251.479,1069.092,990.387,911.597,881.145,533.319,211.581,23.699
45,40,4.755493,-74.044975,PM10,g/h,12.652,0.807,1.266,1.719,61.49,242.973,508.395,735.214,717.399,595.194,502.087,483.728,473.242,462.238,500.649,522.663,607.139,668.148,570.773,528.756,486.69,470.431,284.731,112.961,12.652
42,40,4.728607,-74.044975,PM10,g/h,0.126,0.008,0.013,0.017,0.614,2.425,5.075,7.338,7.161,5.941,5.012,4.828,4.724,4.614,4.997,5.217,6.06,6.669,5.697,5.278,4.858,4.696,2.842,1.128,0.126
