Classes_1,CIV,IDNodo,COL,CK_DNH_Cs,TARGET_FID,Estado20_1,TIPO_CLA_1,NOMBRE_EJE,ELEM,IDEstacion,IDW_Cs,ESTACION,LON_1,ROW,CK_DH_Cs,Input_FID_,OBJECTID,FID_Grilla,NOMBRE_EXT,Classes,Shape_Leng,NOMBRE_E_1,OBJECTID_4,CLASIFI_SU,Largo_Via,OBJECTID_2,ORIG_FID,Classes_12,FID_LINK,CODIGO_LOC,LAT_1,hora,AT,BA,NH_AT,NH_BA,PPH,PPNH,FEHPM10,FEHPM25,FENHPM10,FENHPM25,FAH,FANH,EHPM10,EHPM25,ENHPM10,ENHPM25 
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,44.0,0.56967,2856.0,83445.0,2849.0,,3.0,21.7723681469,,83049.0,Troncal,21.7724,704.0,790.0,3.0,792.0,1,4.746536,10,66.06666667,9.933333333,43.83333333,3.5,31.57,30.89,7.968,3.041,7.822,2.974,1.655,1.03,13.184,5.031,8.06,3.065
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,44.0,0.56967,2856.0,83445.0,2849.0,,3.0,21.7723681469,,83049.0,Troncal,21.7724,704.0,790.0,3.0,792.0,1,4.746536,11,64.06666667,9.266666667,39,3.333333333,31.53,30.94,7.959,3.037,7.832,2.979,1.596,0.922,12.702,4.846,7.218,2.745
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,44.0,0.56967,2856.0,83445.0,2849.0,,3.0,21.7723681469,,83049.0,Troncal,21.7724,704.0,790.0,3.0,792.0,1,4.746536,12,64,8.066666667,43.66666667,4.5,31.33,31.12,7.916,3.017,7.871,2.996,1.57,1.049,12.427,4.736,8.255,3.143
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,44.0,0.56967,2856.0,83445.0,2849.0,,3.0,21.7723681469,,83049.0,Troncal,21.7724,704.0,790.0,3.0,792.0,1,4.746536,13,63.06666667,7.466666667,46.33333333,4,31.29,30.95,7.908,3.013,7.834,2.98,1.535,1.096,12.138,4.625,8.585,3.265
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,44.0,0.56967,2856.0,83445.0,2849.0,,3.0,21.7723681469,,83049.0,Troncal,21.7724,704.0,790.0,3.0,792.0,1,4.746536,14,68.33333333,8.066666667,48.5,4.333333333,31.27,30.98,7.903,3.011,7.841,2.983,1.663,1.15,13.146,5.009,9.019,3.431
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,44.0,0.56967,2856.0,83445.0,2849.0,,3.0,21.7723681469,,83049.0,Troncal,21.7724,704.0,790.0,3.0,792.0,1,4.746536,15,70.4,9.133333333,51.16666667,4.166666667,31.39,30.9,7.929,3.023,7.824,2.975,1.731,1.205,13.724,5.232,9.427,3.584
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,44.0,0.56967,2856.0,83445.0,2849.0,,3.0,21.7723681469,,83049.0,Troncal,21.7724,704.0,790.0,3.0,792.0,1,4.746536,16,80.8,11.33333333,40.33333333,4.166666667,31.49,31.12,7.951,3.033,7.871,2.996,2.005,0.969,15.943,6.081,7.626,2.903
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,44.0,0.56967,2856.0,83445.0,2849.0,,3.0,21.7723681469,,83049.0,Troncal,21.7724,704.0,790.0,3.0,792.0,1,4.746536,17,88.46666667,12.8,45.83333333,4.166666667,31.51,31.0,7.955,3.035,7.845,2.985,2.206,1.089,17.545,6.693,8.54,3.249
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,44.0,0.56967,2856.0,83445.0,2849.0,,3.0,21.7723681469,,83049.0,Troncal,21.7724,704.0,790.0,3.0,792.0,1,4.746536,18,71.66666667,13.86666667,47.5,2.833333333,31.96,30.67,8.051,3.079,7.774,2.952,1.862,1.096,14.988,5.732,8.519,3.235
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,44.0,0.56967,2856.0,83445.0,2849.0,,3.0,21.7723681469,,83049.0,Troncal,21.7724,704.0,790.0,3.0,792.0,1,4.746536,19,63.86666667,14.73333333,44.33333333,3.833333333,32.25,30.95,8.113,3.107,7.834,2.98,1.711,1.049,13.884,5.318,8.215,3.124
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,44.0,0.56967,2856.0,83445.0,2849.0,,3.0,21.7723681469,,83049.0,Troncal,21.7724,704.0,790.0,3.0,792.0,1,4.746536,20,57.93333333,14.2,40.5,3.833333333,32.38,31.04,8.141,3.12,7.854,2.989,1.57,0.965,12.78,4.898,7.58,2.885
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,44.0,0.56967,2856.0,83445.0,2849.0,,3.0,21.7723681469,,83049.0,Troncal,21.7724,704.0,790.0,3.0,792.0,1,4.746536,21,55.53333333,14.06666667,35.83333333,4,32.43,31.21,8.152,3.125,7.89,3.005,1.515,0.867,12.353,4.736,6.843,2.606
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,44.0,0.56967,2856.0,83445.0,2849.0,,3.0,21.7723681469,,83049.0,Troncal,21.7724,704.0,790.0,3.0,792.0,1,4.746536,22,32,9.733333333,30.33333333,7.833333333,32.82,32.46,8.235,3.164,8.158,3.128,0.908,0.831,7.477,2.872,6.778,2.599
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,44.0,0.56967,2856.0,83445.0,2849.0,,3.0,21.7723681469,,83049.0,Troncal,21.7724,704.0,790.0,3.0,792.0,1,4.746536,23,16.33333333,1.133333333,13.83333333,1.666666667,30.72,31.29,7.785,2.957,7.908,3.013,0.381,0.337,2.966,1.127,2.669,1.017
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,0,2,0,2.166666667,0,30.0,30.0,7.63,2.887,7.63,2.887,0.036,0.039,0.275,0.104,0.298,0.113
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,1,0.133333333,0,0,0,40.0,0.0,9.743,3.871,0.0,0.0,0.002,0.0,0.018,0.007,0.0,0.0
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,2,0.2,0,0.166666667,0,30.0,30.0,7.63,2.887,7.63,2.887,0.004,0.003,0.027,0.01,0.023,0.009
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,3,0.266666667,0,0.166666667,0,26.67,30.0,6.903,2.56,7.63,2.887,0.005,0.003,0.037,0.014,0.023,0.009
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,4,8.733333333,0.733333333,5.5,0,30.82,30.0,7.807,2.967,7.63,2.887,0.171,0.099,1.336,0.508,0.756,0.286
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,5,30.2,6.133333333,18.5,2.166666667,32.06,31.26,8.073,3.089,7.901,3.01,0.654,0.372,5.279,2.02,2.942,1.121
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,6,64.66666667,11.73333333,41.16666667,3.333333333,31.84,30.9,8.026,3.067,7.824,2.975,1.376,0.802,11.045,4.221,6.272,2.385
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,7,95.26666667,15.66666667,72.33333333,4.333333333,31.7,30.68,7.996,3.053,7.776,2.953,1.998,1.381,15.973,6.1,10.739,4.078
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,8,93.06666667,15.2,75.66666667,3.833333333,31.67,30.58,7.989,3.05,7.755,2.943,1.951,1.432,15.586,5.951,11.106,4.215
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,9,77.66666667,12.26666667,62.33333333,4.333333333,31.65,30.78,7.985,3.049,7.798,2.963,1.619,1.201,12.931,4.937,9.364,3.558
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,10,66.06666667,9.933333333,43.83333333,3.5,31.57,30.89,7.968,3.041,7.822,2.974,1.369,0.853,10.908,4.163,6.669,2.536
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,11,64.06666667,9.266666667,39,3.333333333,31.53,30.94,7.959,3.037,7.832,2.979,1.32,0.763,10.509,4.01,5.972,2.271
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,12,64,8.066666667,43.66666667,4.5,31.33,31.12,7.916,3.017,7.871,2.996,1.299,0.868,10.282,3.919,6.83,2.6
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,13,63.06666667,7.466666667,46.33333333,4,31.29,30.95,7.908,3.013,7.834,2.98,1.27,0.907,10.043,3.827,7.103,2.702
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,14,68.33333333,8.066666667,48.5,4.333333333,31.27,30.98,7.903,3.011,7.841,2.983,1.376,0.952,10.877,4.144,7.462,2.839
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,15,70.4,9.133333333,51.16666667,4.166666667,31.39,30.9,7.929,3.023,7.824,2.975,1.432,0.997,11.355,4.329,7.799,2.966
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,16,80.8,11.33333333,40.33333333,4.166666667,31.49,31.12,7.951,3.033,7.871,2.996,1.659,0.802,13.191,5.032,6.31,2.402
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,17,88.46666667,12.8,45.83333333,4.166666667,31.51,31.0,7.955,3.035,7.845,2.985,1.825,0.901,14.516,5.538,7.066,2.688
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,18,71.66666667,13.86666667,47.5,2.833333333,31.96,30.67,8.051,3.079,7.774,2.952,1.54,0.907,12.401,4.742,7.048,2.677
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,19,63.86666667,14.73333333,44.33333333,3.833333333,32.25,30.95,8.113,3.107,7.834,2.98,1.416,0.868,11.488,4.4,6.797,2.585
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,20,57.93333333,14.2,40.5,3.833333333,32.38,31.04,8.141,3.12,7.854,2.989,1.299,0.799,10.574,4.053,6.272,2.387
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,21,55.53333333,14.06666667,35.83333333,4,32.43,31.21,8.152,3.125,7.89,3.005,1.254,0.718,10.221,3.918,5.661,2.156
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,22,32,9.733333333,30.33333333,7.833333333,32.82,32.46,8.235,3.164,8.158,3.128,0.751,0.687,6.186,2.376,5.608,2.15
4.0,1006379.0,3493.0,40.0,0.935885,703.0,REGULAR,1.0,AK 45,24061009.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,83445.0,3014.0,,3.0,18.0140753875,,83049.0,Troncal,18.0141,704.0,791.0,3.0,793.0,1,4.755493,23,16.33333333,1.133333333,13.83333333,1.666666667,30.72,31.29,7.785,2.957,7.908,3.013,0.315,0.279,2.454,0.932,2.208,0.841
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,0,2,0,2.166666667,0,30.0,30.0,7.63,2.887,7.63,2.887,0.097,0.106,0.743,0.281,0.806,0.305
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,1,0.133333333,0,0,0,40.0,0.0,9.743,3.871,0.0,0.0,0.005,0.0,0.047,0.019,0.0,0.0
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,2,0.2,0,0.166666667,0,30.0,30.0,7.63,2.887,7.63,2.887,0.01,0.008,0.074,0.028,0.063,0.024
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,3,0.266666667,0,0.166666667,0,26.67,30.0,6.903,2.56,7.63,2.887,0.015,0.008,0.101,0.037,0.063,0.024
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,4,8.733333333,0.733333333,5.5,0,30.82,30.0,7.807,2.967,7.63,2.887,0.463,0.268,3.612,1.373,2.044,0.773
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,5,30.2,6.133333333,18.5,2.166666667,32.06,31.26,8.073,3.089,7.901,3.01,1.768,1.007,14.273,5.461,7.955,3.031
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,6,64.66666667,11.73333333,41.16666667,3.333333333,31.84,30.9,8.026,3.067,7.824,2.975,3.721,2.167,29.865,11.414,16.958,6.448
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,7,95.26666667,15.66666667,72.33333333,4.333333333,31.7,30.68,7.996,3.053,7.776,2.953,5.402,3.734,43.189,16.494,29.036,11.027
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,8,93.06666667,15.2,75.66666667,3.833333333,31.67,30.58,7.989,3.05,7.755,2.943,5.275,3.872,42.143,16.091,30.028,11.398
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,9,77.66666667,12.26666667,62.33333333,4.333333333,31.65,30.78,7.985,3.049,7.798,2.963,4.379,3.247,34.964,13.349,25.319,9.621
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,10,66.06666667,9.933333333,43.83333333,3.5,31.57,30.89,7.968,3.041,7.822,2.974,3.702,2.305,29.495,11.256,18.031,6.856
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,11,64.06666667,9.266666667,39,3.333333333,31.53,30.94,7.959,3.037,7.832,2.979,3.57,2.062,28.416,10.842,16.149,6.142
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,12,64,8.066666667,43.66666667,4.5,31.33,31.12,7.916,3.017,7.871,2.996,3.512,2.346,27.8,10.595,18.467,7.03
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,13,63.06666667,7.466666667,46.33333333,4,31.29,30.95,7.908,3.013,7.834,2.98,3.434,2.451,27.154,10.347,19.206,7.305
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,14,68.33333333,8.066666667,48.5,4.333333333,31.27,30.98,7.903,3.011,7.841,2.983,3.721,2.573,29.41,11.205,20.176,7.675
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,15,70.4,9.133333333,51.16666667,4.166666667,31.39,30.9,7.929,3.023,7.824,2.975,3.872,2.695,30.703,11.706,21.089,8.019
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,16,80.8,11.33333333,40.33333333,4.166666667,31.49,31.12,7.951,3.033,7.871,2.996,4.486,2.167,35.666,13.605,17.06,6.495
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,17,88.46666667,12.8,45.83333333,4.166666667,31.51,31.0,7.955,3.035,7.845,2.985,4.934,2.435,39.25,14.974,19.106,7.269
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,18,71.66666667,13.86666667,47.5,2.833333333,31.96,30.67,8.051,3.079,7.774,2.952,4.164,2.451,33.529,12.822,19.058,7.237
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,19,63.86666667,14.73333333,44.33333333,3.833333333,32.25,30.95,8.113,3.107,7.834,2.98,3.828,2.346,31.061,11.897,18.378,6.99
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,20,57.93333333,14.2,40.5,3.833333333,32.38,31.04,8.141,3.12,7.854,2.989,3.512,2.159,28.59,10.958,16.958,6.453
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,21,55.53333333,14.06666667,35.83333333,4,32.43,31.21,8.152,3.125,7.89,3.005,3.39,1.94,27.635,10.594,15.308,5.83
4.0,1006380.0,3493.0,40.0,0.935885,705.0,REGULAR,1.0,AK 45,24008497.0,1.0,0.56967,AK_45_X_AC_170,-74.044975,45.0,0.56967,2920.0,84403.0,3014.0,,3.0,48.7074712881,,83295.0,Troncal,48.7075,706.0,794.0,3.0,796.0,1,4.755493,22,32,9.733333333,30.33333333,7.833333333,32.82,32.46,8.235,3.164,8.158,3.128,2.031,1.859,16.726,6.425,15.163,5.814
